image,positive_phrase,negative_phrase
S_20130901_1015_04_094_00.jpg,pink flower,red flower
S_20131009_1122_01_057_25.jpg,yellow bottle,blue bottle
S_20130814_0928_02_033_00.jpg,read book,drink juice
S_20130814_0928_02_033_10.jpg,bread yummy,soup tasty
S_20130814_0928_02_033_20.jpg,cup drink,cup empty
S_20130814_0928_02_033_30.jpg,read book,drop book
S_20140123_1506_02_093_00.jpg,red hat,green hat
S_20140123_1506_02_093_05.jpg,red hat,blue hat
S_20140403_1717_08_135_05.jpg,wipe face,wash hands
S_20140403_1717_08_135_20.jpg,brush teeth,wash hands
S_20131009_1122_01_093_05.jpg,blue cap,red bottle
S_20141026_2409_01_179_00.jpg,big truck,small car
S_20140403_1717_02_007_05.jpg,see stars,hear stars
S_20140403_1717_02_007_10.jpg,see smile,touch stars
S_20140430_1813_05_201_00.jpg,empty road,busy road
S_20140430_1813_05_201_05.jpg,walk path,sit path
S_20130504_0617_01_240_30.jpg,spin wheel,remove wheel
S_20140420_1803_01_266_00.jpg,see screen,hide screen
S_20140420_1803_01_266_05.jpg,type key,press toy
S_20140420_1803_01_266_10.jpg,see face,hide face
S_20130803_0917_05_038_10.jpg,play toys,read book
S_20130803_0917_05_038_15.jpg,red bag,blue bag
S_20141019_2402_04_310_00.jpg,eat cake,touch box
S_20141019_2402_04_310_05.jpg,cake yummy,juice yummy
S_20141026_2409_03_105_00.jpg,orange slice,banana slice
S_20141026_2409_03_105_05.jpg,eat fruit,drink fruit
S_20130710_0823_07_043_00.jpg,light bright,dark night
S_20130710_0823_07_043_05.jpg,banana peel,apple peel
S_20130710_0823_07_043_10.jpg,grab bag,throw ball
S_20130714_0827_05_071_15.jpg,draw wall,drink wall
S_20130714_0827_05_071_20.jpg,paint fun,wash fun
S_20130504_0617_01_212_00.jpg,sun bright,moon bright
S_20130818_1001_02_143_00.jpg,yellow ball,blue ball
S_20130818_1001_02_143_05.jpg,yellow ball,yellow cup
S_20141108_2422_03_010_05.jpg,count magnets,eat magnets
S_20131103_1217_01_002_00.jpg,play keys,hug keys
S_20131110_1224_02_086_00.jpg,water plant,dig plant
S_20131110_1224_02_086_05.jpg,water plants,pick flowers
S_20131110_1224_02_086_20.jpg,plant grow,toy grow
S_20141026_2409_01_148_05.jpg,yellow truck,blue truck
S_20140423_1806_06_138_00.jpg,puzzle bug,walk bug
S_20140423_1806_06_138_05.jpg,fit bug,fly bug
S_20141009_2322_03_002_10.jpg,find flag,hide ball
S_20130915_1029_01_014_00.jpg,red toy,blue toy
S_20140426_1809_06_220_00.jpg,touch nose,hug bear
S_20130724_0907_01_042_00.jpg,hold book,drop book
S_20130724_0907_01_042_05.jpg,see banana,eat carrot
S_20130724_0907_01_042_10.jpg,yellow banana,green banana
S_20130724_0907_01_042_15.jpg,see banana,eat carrot
S_20130724_0907_01_042_20.jpg,eat banana,eat carrot
S_20130724_0907_01_042_25.jpg,read book,close book
S_20130428_0611_02_092_00.jpg,sit grass,stand grass
S_20130428_0611_02_092_10.jpg,touch grass,touch water
S_20130428_0611_02_092_20.jpg,touch grass,kick ball
S_20130428_0611_02_092_30.jpg,happy play,sad play
S_20130519_0702_02_046_05.jpg,read book,build block
S_20130519_0702_02_046_10.jpg,read book,throw ball
S_20130519_0702_02_046_20.jpg,read book,play toy
S_20140123_1506_04_074_00.jpg,eat more,play more
S_20140123_1506_04_074_05.jpg,eat more,play more
S_20141011_2324_05_033_00.jpg,blue shirt,red shirt
S_20130822_1005_02_043_10.jpg,dark room,bright room
S_20140430_1813_07_061_00.jpg,see tree,carry tree
S_20131113_1227_06_010_25.jpg,sunlight bright,moonlight dark
S_20130529_0712_03_068_00.jpg,close book,open book
S_20130818_1001_02_131_00.jpg,pink cup,green cup
S_20130908_1022_03_076_00.jpg,touch blue,touch green
S_20130908_1022_03_076_10.jpg,blue basket,green basket
S_20130908_1022_03_076_20.jpg,foot up,hand up
S_20140123_1506_03_028_05.jpg,open book,close stair
S_20140123_1506_03_028_10.jpg,silly blur,clear picture
S_20140423_1806_09_074_10.jpg,sit safe,stand jump
S_20130622_0805_06_010_00.jpg,blue shirt,green shirt
S_20140405_1719_03_137_05.jpg,sand pit,water pit
S_20130710_0823_08_052_00.jpg,stack plates,wash forks
S_20130710_0823_08_052_05.jpg,clean plates,break plates
S_20140125_1508_03_106_05.jpg,color blocks,broken blocks
S_20130622_0805_02_083_05.jpg,green leaf,red flower
S_20130622_0805_02_083_10.jpg,tiny plant,big tree
S_20130519_0702_03_048_05.jpg,color mat,dark mat
S_20130519_0702_03_048_20.jpg,yellow ball,green ball
S_20140409_1723_08_002_00.jpg,sandy beach,rocky shore
S_20140409_1723_08_002_10.jpg,sand play,water play
S_20131003_1116_01_037_15.jpg,green trees,blue sky
S_20130824_1007_02_153_00.jpg,happy face,sad face
S_20130824_1007_02_153_10.jpg,read book,throw ball
S_20141106_2420_03_071_05.jpg,purple stool,green chair
S_20140503_1816_06_089_05.jpg,press button,throw phone
S_20141026_2409_05_085_00.jpg,zip up,button up
S_20141019_2402_04_204_00.jpg,mix color,drink color
S_20141019_2402_04_204_05.jpg,mix colors,draw paper
S_20130622_0805_04_019_10.jpg,blue shirt,red shirt
S_20130522_0705_02_088_05.jpg,happy baby,sad baby
S_20130522_0705_02_088_10.jpg,see book,eat book
S_20130808_0922_05_003_00.jpg,cat walk,dog run
S_20130808_0922_05_003_05.jpg,cat walk,dog walk
S_20140403_1717_05_013_10.jpg,blue curtains,green curtains
S_20130922_1105_05_090_00.jpg,sun bright,moon bright
S_20140409_1723_08_381_00.jpg,digging fun,painting fun
S_20130508_0621_01_069_10.jpg,colorful mat,plain mat
S_20140423_1806_04_049_10.jpg,draw line,erase line
S_20130922_1105_01_005_15.jpg,high chair,big bed
S_20140123_1506_04_046_10.jpg,pour water,spill water
S_20140123_1506_04_046_15.jpg,pour water,spill milk
S_20130622_0805_05_019_05.jpg,empty box,full box
S_20130901_1015_04_111_10.jpg,rabbit book,cat book
S_20130901_1015_04_111_20.jpg,see cow,hug dog
S_20130901_1015_04_111_30.jpg,see cow,see sheep
S_20131019_1202_02_052_00.jpg,sit chair,stand chair
S_20131019_1202_02_052_10.jpg,blue door,red door
S_20130616_0730_04_043_20.jpg,touch leaf,eat leaf
S_20130728_0911_05_014_00.jpg,brick path,grass path
S_20130526_0709_04_029_05.jpg,mouse peek,cat peek
S_20140418_1801_02_159_00.jpg,purple drink,orange drink
S_20130605_0719_01_126_00.jpg,baby book,dog book
S_20130605_0719_01_126_20.jpg,drink bottle,play drum
S_20130519_0702_03_024_15.jpg,big button,small kitty
S_20130814_0928_01_013_00.jpg,teddy nose,teddy tail
S_20140426_1809_01_295_05.jpg,bunny sit,snake sit
S_20130808_0922_02_004_20.jpg,red ball,big shoe
S_20141011_2324_05_379_05.jpg,blue finger,green finger
S_20141011_2324_05_379_10.jpg,blue squish,red squish
S_20141011_2324_05_379_15.jpg,blue hand,red hand
S_20130919_1102_03_036_20.jpg,press button,twist knob
S_20130919_1102_03_036_25.jpg,turn light,switch fan
S_20130928_1111_02_028_00.jpg,climb up,slide down
S_20130928_1111_02_028_05.jpg,blue slide,green ground
S_20130928_1111_02_028_10.jpg,climb steps,sit steps
S_20130928_1111_02_028_20.jpg,blue steps,red steps
S_20140423_1806_03_114_00.jpg,bed rest,floor rest
S_20140423_1806_03_114_20.jpg,sleepy head,busy head
S_20141019_2402_02_095_00.jpg,grapes bag,lemon bag
S_20141019_2402_02_095_05.jpg,green grape,orange grape
S_20130731_0914_01_083_05.jpg,red cupcake,blue cupcake
S_20130731_0914_01_083_15.jpg,cupcake yum,cookie yum
S_20130731_0914_01_083_20.jpg,cupcake yummy,fruit yummy
S_20141023_2406_03_211_00.jpg,blue scissors,red scissors
S_20131024_1207_03_229_05.jpg,yellow balloon,purple balloon
S_20131024_1207_03_229_10.jpg,orange ball,blue ball
S_20131103_1217_04_018_10.jpg,sunny day,cloudy day
S_20140426_1809_01_022_10.jpg,sit floor,run floor
S_20141015_2328_03_069_05.jpg,sunny day,rainy day
S_20140409_1723_02_084_05.jpg,blue shirt,red shirt
S_20140403_1717_10_029_00.jpg,draw letters,write book
S_20140420_1803_01_480_00.jpg,talk screen,touch dog
S_20140420_1803_04_045_00.jpg,draw paper,cut paper
S_20130717_0900_02_042_10.jpg,blue light,red light
S_20140418_1801_01_223_10.jpg,read book,eat book
S_20140418_1801_01_223_15.jpg,big truck,small box
S_20140503_1816_04_028_00.jpg,purple draw,green draw
S_20130922_1105_05_072_00.jpg,see bins,touch bins
S_20130717_0900_01_029_00.jpg,see carrot,find banana
S_20130717_0900_01_029_10.jpg,orange carrot,green carrot
S_20140423_1806_06_097_00.jpg,touch book,lift book
S_20130728_0911_05_016_00.jpg,green grass,blue sky
S_20130728_0911_05_016_05.jpg,green grass,blue sky
S_20130728_0911_05_016_20.jpg,green grass,red flowers
S_20130728_0911_05_016_25.jpg,green grass,blue sky
S_20130724_0907_06_008_15.jpg,striped sock,green sock
S_20130724_0907_06_008_20.jpg,colorful socks,white shoes
S_20130714_0827_02_008_15.jpg,blue slide,red slide
S_20130619_0802_06_027_00.jpg,white bin,red bin
S_20130619_0802_06_027_10.jpg,white bin,black bin
S_20130710_0823_07_024_05.jpg,red box,blue box
S_20130428_0611_02_072_05.jpg,green grass,red flowers
S_20140125_1508_03_089_00.jpg,blue cup,red cup
S_20140403_1717_02_088_10.jpg,star pillow,moon pillow
S_20140403_1717_02_088_25.jpg,green cup,blue cup
S_20131110_1224_02_019_10.jpg,water plants,paint plants
S_20131110_1224_02_019_15.jpg,water plants,pick flowers
S_20131110_1224_02_019_20.jpg,water plants,cut plants
S_20140403_1717_02_040_10.jpg,star pillow,moon pillow
S_20130905_1019_01_033_10.jpg,see bird,touch basket
S_20131019_1202_03_108_20.jpg,eat food,play ball
S_20130731_0914_06_020_20.jpg,bright light,dark night
S_20130731_0914_06_020_25.jpg,see light,see duck
S_20141019_2402_04_157_10.jpg,green mix,blue mix
S_20130922_1105_05_095_00.jpg,road walk,river walk
S_20130922_1105_05_095_05.jpg,red flower,blue flower
S_20130703_0816_06_003_25.jpg,play keys,play drum
S_20140418_1801_01_076_05.jpg,sit floor,stand sofa
S_20131003_1116_01_007_00.jpg,green plants,blue sky
S_20130608_0722_05_054_20.jpg,yellow ball,blue ball
S_20130703_0816_06_019_00.jpg,sit floor,stand floor
S_20140420_1803_01_341_00.jpg,open computer,close book
S_20130522_0705_05_018_10.jpg,silver car,blue bike
S_20130703_0816_06_016_00.jpg,clap hands,wave hands
S_20130703_0816_06_016_05.jpg,happy clap,happy nap
S_20141015_2328_01_353_00.jpg,sand box,water box
S_20130706_0819_04_153_05.jpg,touch cheese,taste cheese
S_20141108_2422_02_074_20.jpg,black shoe,white shoe
S_20130602_0716_03_038_00.jpg,sunny window,dark window
S_20130602_0716_03_038_10.jpg,bright window,dark window
S_20130602_0716_03_038_20.jpg,sunlight bright,moonlight dark
S_20130602_0716_03_038_25.jpg,sunlight room,dark room
S_20140403_1717_03_034_05.jpg,chalk board,paint board
S_20130814_0928_03_173_05.jpg,red hat,blue hat
S_20130706_0819_02_049_00.jpg,thumb suck,clap hands
S_20140418_1801_01_042_05.jpg,bright light,dark light
S_20130619_0802_02_026_00.jpg,fish swim,bunny hop
S_20130619_0802_02_026_15.jpg,orange fish,red bunny
S_20141026_2409_05_046_00.jpg,yellow hat,blue hat
S_20140409_1723_02_208_05.jpg,wash dishes,wrap dishes
S_20130501_0614_02_046_00.jpg,bird walk,bird fly
S_20130501_0614_02_046_15.jpg,bird walk,bird fly
S_20141015_2328_01_084_15.jpg,green leaves,blue box
S_20140430_1813_06_166_00.jpg,leaf ground,leaf sky
S_20140430_1813_06_166_05.jpg,duck walk,bird fly
S_20130915_1029_06_060_00.jpg,bear honey,bear apple
S_20140129_1512_01_048_00.jpg,pig oink,cow moo
S_20141009_2322_02_064_00.jpg,green grass,blue sky
S_20140420_1803_02_051_00.jpg,open bin,close bin
S_20140406_1720_02_029_00.jpg,sit there,stand there
S_20130710_0823_08_061_00.jpg,shiny door,shiny bowl
S_20130622_0805_06_063_00.jpg,blue toy,red toy
S_20140420_1803_04_103_05.jpg,color paper,tear paper
S_20140420_1803_04_103_15.jpg,color paper,rip paper
S_20130522_0705_01_011_25.jpg,light on,door open
S_20130728_0911_04_076_10.jpg,red ball,blue ball
S_20130728_0911_04_076_15.jpg,red bottle,blue bottle
S_20130728_0911_04_076_20.jpg,blue jeans,red shoes
S_20130728_0911_04_076_30.jpg,green grass,blue grass
S_20130417_0600_01_108_05.jpg,see baby,see kitty
S_20130901_1015_04_165_05.jpg,red cherry,yellow cherry
S_20140409_1723_04_018_10.jpg,clean plate,dirty plate
S_20130724_0907_01_011_00.jpg,kitty book,doggy book
S_20130504_0617_01_112_10.jpg,red apple,green apple
S_20140430_1813_06_095_00.jpg,walk grass,run hill
S_20130808_0922_05_164_05.jpg,orange ball,blue ball
S_20140409_1723_07_031_00.jpg,touch sand,splash water
S_20140409_1723_07_031_05.jpg,touch sand,throw water
S_20140409_1723_07_031_10.jpg,soft sand,rough rocks
S_20140409_1723_07_031_15.jpg,yellow bucket,blue bucket
S_20140409_1723_07_031_20.jpg,yellow bucket,red bucket
S_20131027_1210_02_084_15.jpg,sit chair,stand chair
S_20140430_1813_03_015_20.jpg,car drive,bike ride
S_20140430_1813_03_015_30.jpg,drive car,stop bike
S_20140426_1809_01_376_00.jpg,animal book,empty book
S_20131024_1207_04_032_00.jpg,pink balloon,blue balloon
S_20131027_1210_02_015_10.jpg,tree green,tree red
S_20131027_1210_02_015_15.jpg,blue beam,green beam
S_20130822_1005_02_071_00.jpg,peel banana,write book
S_20140119_1502_03_154_00.jpg,see crack,see flower
S_20130529_0712_02_095_10.jpg,baby eat,baby sleep
S_20141029_2412_01_294_10.jpg,red robot,blue robot
S_20140405_1719_03_022_05.jpg,green bucket,blue bucket
S_20140405_1719_02_089_00.jpg,hold bucket,push bucket
S_20140405_1719_02_089_05.jpg,green bucket,blue bucket
S_20140406_1720_03_072_15.jpg,count money,stack books
S_20140406_1720_03_072_20.jpg,coin pile,paper pile
S_20130519_0702_03_002_15.jpg,colorful mat,plain rug
S_20130519_0702_03_002_20.jpg,colorful mat,blanket bed
S_20141023_2406_03_046_00.jpg,green grass,yellow grass
S_20141018_2401_01_083_05.jpg,alligator picture,elephant picture
S_20140426_1809_06_227_05.jpg,hug bear,push chair
S_20140426_1809_06_227_10.jpg,pink bear,blue bear
S_20130612_0726_02_028_00.jpg,yellow ball,red ball
S_20130612_0726_02_028_05.jpg,yellow ball,blue ball
S_20130626_0809_05_008_15.jpg,green banana,red apple
S_20131003_1116_03_129_00.jpg,pink cup,blue cup
S_20140406_1720_01_186_00.jpg,animal puzzle,animal book
S_20140406_1720_04_064_00.jpg,find markers,lose markers
S_20140406_1720_04_064_10.jpg,color paper,tear paper
S_20130508_0621_03_073_15.jpg,grab ring,drop ring
S_20130911_1025_01_013_10.jpg,colorful ducks,flying birds
S_20140125_1508_01_135_25.jpg,grab ball,drop book
S_20140405_1719_01_021_00.jpg,carry bucket,drop bucket
S_20140406_1720_01_028_05.jpg,open door,shut door
S_20140430_1813_01_052_00.jpg,bee buzz,cow moo
S_20131031_1214_03_124_15.jpg,paint man,read man
S_20130814_0928_03_063_10.jpg,eat yogurt,play car
S_20140406_1720_04_035_00.jpg,lamp off,lamp on
S_20130911_1025_05_016_25.jpg,bird fly,dog bark
S_20130824_1007_02_124_05.jpg,pink bunny,blue dog
S_20130915_1029_06_066_10.jpg,bear book,duck book
S_20140406_1720_03_086_05.jpg,basket coins,basket toys
S_20130501_0614_01_068_05.jpg,outside play,inside nap
S_20130922_1105_05_062_05.jpg,touch ground,kick ball
S_20140430_1813_02_348_00.jpg,fix hammer,play animals
S_20130928_1111_03_019_05.jpg,mommy picture,cat picture
S_20140409_1723_02_199_30.jpg,cut food,mix salad
S_20140503_1816_02_340_05.jpg,wash pan,eat spoon
S_20140123_1506_02_105_05.jpg,see dino,touch truck
S_20130622_0805_06_099_00.jpg,turn handle,push button
S_20140426_1809_01_080_10.jpg,bear walk,bear sleep
S_20140423_1806_04_053_05.jpg,draw book,read book
S_20140420_1803_01_302_00.jpg,watch movie,turn page
S_20141108_2422_02_166_20.jpg,car ride,bus ride
S_20141011_2324_05_260_05.jpg,big bowl,small spoon
S_20141018_2401_01_107_00.jpg,hold book,drop book
S_20130824_1007_04_011_20.jpg,open door,close door
S_20130622_0805_06_122_05.jpg,spotty dog,striped cat
S_20130829_1012_04_040_15.jpg,flower book,fruit book
S_20130829_1012_04_040_30.jpg,count fruit,count cars
S_20130428_0611_02_008_10.jpg,slide down,climb up
S_20140123_1506_02_087_05.jpg,frog smile,frog frown
S_20130529_0712_03_032_05.jpg,fluffy cat,scaly fish
S_20140426_1809_08_027_10.jpg,clothes mess,clean carpet
S_20131027_1210_02_331_00.jpg,bee picture,bird picture
S_20130811_0925_03_159_20.jpg,throw ball,catch stick
S_20131019_1202_03_148_20.jpg,eat snack,throw snack
S_20141011_2324_05_356_15.jpg,add flour,cut paper
S_20140409_1723_01_002_05.jpg,nap time,play yard
S_20130630_0813_06_014_20.jpg,warm smile,cold frown
S_20130808_0922_03_062_25.jpg,cut banana,peel apple
S_20130915_1029_06_037_10.jpg,dance book,sleep book
S_20140406_1720_03_045_05.jpg,grab coin,drop coin
S_20130829_1012_05_095_00.jpg,family picture,family chair
S_20131113_1227_07_031_05.jpg,push button,eat banana
S_20140418_1801_01_180_00.jpg,orange truck,blue car
S_20130714_0827_02_034_10.jpg,hold hands,drop hands
S_20130616_0730_04_034_10.jpg,sunny day,snowy day
S_20141026_2409_05_062_05.jpg,zip closed,button shirt
S_20141102_2416_02_207_00.jpg,eat food,spill drink
S_20130602_0716_04_016_10.jpg,grab ring,drop ring
S_20140409_1723_06_010_00.jpg,open lid,closed lid
S_20130911_1025_01_007_05.jpg,monkey play,dinosaur play
S_20130911_1025_01_007_20.jpg,happy baby,happy dog
S_20140406_1720_01_253_05.jpg,build puzzle,tear paper
S_20130731_0914_01_146_00.jpg,baby happy,baby crying
S_20130424_0607_01_056_20.jpg,soft carpet,hard floor
S_20130714_0827_07_061_00.jpg,sit smile,stand smile
S_20140426_1809_11_017_10.jpg,playground fun,sandcastle building
S_20140409_1723_02_246_00.jpg,eat food,play toy
S_20130710_0823_07_025_20.jpg,green plants,yellow flowers
S_20130901_1015_04_229_10.jpg,star biscuit,round biscuit
S_20141023_2406_03_035_00.jpg,dig sand,fill water
S_20141015_2328_01_173_15.jpg,walk outside,sit inside
S_20140405_1719_02_177_00.jpg,sand play,water play
S_20131003_1116_03_069_15.jpg,see me,hide me
S_20141102_2416_01_125_00.jpg,big bubble,tiny ball
S_20130731_0914_01_162_00.jpg,big dog,small cat
S_20130818_1001_02_115_05.jpg,stack cups,drop ball
S_20140406_1720_01_205_00.jpg,fit piece,drop piece
S_20130526_0709_02_009_00.jpg,sit down,stand up
S_20141009_2322_02_029_15.jpg,sunny park,rainy park
S_20141009_2322_02_029_30.jpg,hold hay,drop stick
S_20130626_0809_05_031_20.jpg,pour milk,eat fruit
S_20130911_1025_01_075_00.jpg,big tree,tiny flower
S_20140503_1816_02_253_00.jpg,big bunny,small bird
S_20141029_2412_01_255_00.jpg,red dance,blue dance
S_20140430_1813_07_056_00.jpg,see ducks,chase dog
S_20130814_0928_03_443_05.jpg,stack ring,drop ring
S_20140420_1803_01_476_10.jpg,hold computer,drop computer
S_20130915_1029_06_030_00.jpg,slide down,jump up
S_20130915_1029_06_030_10.jpg,climb steps,run steps
S_20130915_1029_06_030_15.jpg,red slide,yellow swing
S_20131024_1207_01_114_05.jpg,door closed,door open
S_20140503_1816_04_012_05.jpg,drawing dots,erasing dots
S_20141108_2422_02_097_00.jpg,step rock,kick ball
S_20141102_2416_01_065_05.jpg,big truck,small bike
S_20140125_1508_03_216_00.jpg,turn block,drop block
S_20140125_1508_03_216_20.jpg,flip block,read book
S_20140423_1806_03_070_00.jpg,hug bear,drop bear
S_20140418_1801_02_178_05.jpg,hold candle,drop book
S_20140423_1806_09_120_10.jpg,open snack,close snack
S_20140119_1502_02_070_05.jpg,walk outside,sit inside
S_20130703_0816_10_019_15.jpg,soda can,juice box
S_20140430_1813_03_027_30.jpg,car ride,bike ride
S_20140430_1813_06_116_00.jpg,walk outside,sit inside
S_20140125_1508_01_297_05.jpg,rub nose,pat head
S_20130717_0900_01_016_00.jpg,sticky jam,sticky milk
S_20140430_1813_02_247_05.jpg,draw lines,push chair
S_20140426_1809_11_021_00.jpg,blue sky,dark room
S_20140503_1816_07_081_00.jpg,ride train,drive car
S_20131012_1125_02_030_00.jpg,sit mommy,stand mommy
S_20130811_0925_02_012_00.jpg,push walker,throw ball
S_20130626_0809_01_101_10.jpg,turn page,throw duck
S_20140405_1719_02_090_05.jpg,bucket full,bucket empty
S_20141009_2322_02_052_00.jpg,green grass,blue water
S_20140423_1806_02_007_20.jpg,hold grape,drop grape
S_20140423_1806_05_066_15.jpg,blue carpet,red carpet
S_20130622_0805_06_004_00.jpg,happy face,sad face
S_20130608_0722_05_038_15.jpg,blow bubbles,pop balloon
S_20130608_0722_05_038_25.jpg,sit grass,run path
S_20140423_1806_06_032_00.jpg,find bug,lose bug
S_20141108_2422_02_094_00.jpg,touch rocks,touch water
S_20130710_0823_08_002_05.jpg,table mess,floor mess
S_20130602_0716_05_024_00.jpg,basket toy,basket book
S_20130911_1025_06_031_00.jpg,bread table,milk shelf
S_20130417_0600_01_120_00.jpg,read book,close book
S_20141108_2422_03_015_10.jpg,drink water,pour juice
S_20140426_1809_06_212_15.jpg,hug teddy,throw teddy
S_20130508_0621_01_147_05.jpg,touch plant,leave plant
S_20140409_1723_09_008_05.jpg,sandy beach,rocky beach
S_20140413_1727_01_051_00.jpg,couch sit,table sit
S_20140409_1723_02_010_00.jpg,open door,close door
S_20140405_1719_01_011_00.jpg,ripped jeans,clean jeans
S_20140405_1719_01_011_10.jpg,carry bucket,drop bucket
S_20140406_1720_01_075_05.jpg,fit piece,eat piece
S_20140406_1720_01_075_10.jpg,place duck,drop duck
S_20141019_2402_02_195_15.jpg,eat bread,spill milk
S_20141019_2402_02_195_25.jpg,jam bread,butter bread
S_20140503_1816_02_083_00.jpg,push button,open door
S_20140503_1816_02_083_10.jpg,turn knob,push button
S_20130703_0816_08_040_25.jpg,big tree,small bush
S_20130928_1111_02_006_00.jpg,paint brush,clean garden
S_20140423_1806_05_019_05.jpg,hold marker,drop marker
S_20140405_1719_02_233_00.jpg,sit grass,stand grass
S_20140420_1803_01_319_00.jpg,watch computer,close computer
S_20130822_1005_02_053_15.jpg,banana slice,apple slice
S_20130814_0928_01_065_00.jpg,grab tray,push cup
S_20131027_1210_02_263_10.jpg,outside play,inside play
S_20141018_2401_02_108_15.jpg,cuddle bear,move car
S_20130905_1019_02_067_00.jpg,hold foot,kick foot
S_20130504_0617_02_073_05.jpg,yellow ball,blue block
S_20140409_1723_08_402_05.jpg,shoe sand,shoe grass
S_20130619_0802_02_018_05.jpg,read book,throw ball
S_20140413_1727_01_019_00.jpg,open jar,close bottle
S_20141009_2322_03_021_10.jpg,draw letters,erase letters
S_20130808_0922_02_035_00.jpg,read kitty,play blocks
S_20140405_1719_02_196_00.jpg,pat castle,kick castle
S_20130622_0805_02_006_00.jpg,green plant,blue ball
S_20130922_1105_06_010_05.jpg,sunny road,cloudy sky
S_20140405_1719_03_248_00.jpg,touch tree,build tree
S_20140403_1717_05_004_25.jpg,wash clothes,fold clothes
S_20130508_0621_03_034_00.jpg,touch metal,paint metal
S_20130814_0928_03_368_00.jpg,swim baby,nap baby
S_20130814_0928_03_368_15.jpg,laughing baby,crying baby
S_20130919_1102_02_065_05.jpg,lotion bottle,juice bottle
S_20130731_0914_01_068_25.jpg,baby smile,dog bark
S_20141108_2422_02_127_05.jpg,light on,light off
S_20130626_0809_01_039_10.jpg,stack rings,stack blocks
S_20130908_1022_04_049_00.jpg,stack block,throw block
S_20130908_1022_04_049_05.jpg,orange block,blue block
S_20130908_1022_04_049_10.jpg,fit shape,drop shoe
S_20130626_0809_01_108_00.jpg,read cat,draw cat
S_20141026_2409_02_296_00.jpg,fridge open,fridge closed
S_20141015_2328_04_059_05.jpg,shoe off,hat on
S_20130731_0914_01_096_10.jpg,woof woof,meow meow
S_20130622_0805_05_056_00.jpg,purple ball,big cup
S_20130714_0827_04_042_00.jpg,smooth floor,rough rug
S_20140406_1720_01_187_00.jpg,animal puzzle,robot puzzle
S_20131110_1224_02_006_00.jpg,water fill,air fill
S_20140418_1801_01_309_00.jpg,read truck,eat truck
S_20140418_1801_01_309_10.jpg,see truck,read car
S_20130824_1007_01_158_05.jpg,push button,pull button
S_20130915_1029_05_026_05.jpg,wet road,dry road
S_20131113_1227_04_117_10.jpg,open drawer,close drawer
S_20141102_2416_02_190_00.jpg,eat food,play food
S_20131113_1227_04_072_05.jpg,wash cup,break cup
S_20130622_0805_06_143_00.jpg,fish book,bear book
S_20130829_1012_03_058_20.jpg,phone hold,wave bye
S_20140125_1508_01_284_00.jpg,grab toy,drop toy
S_20140125_1508_01_284_10.jpg,hold picture,drop picture
S_20141101_2415_01_021_00.jpg,hug bear,drop bear
S_20131019_1202_03_014_00.jpg,grab banana,drop apple
S_20140409_1723_02_051_25.jpg,kitchen light,bedroom light
S_20140430_1813_01_050_25.jpg,puzzle play,book read
S_20141015_2328_01_372_00.jpg,dirty step,clean floor
S_20141015_2328_01_350_00.jpg,dig sand,pour water
S_20141015_2328_01_350_10.jpg,red shovel,blue shovel
S_20141102_2416_01_137_00.jpg,catch butterfly,push tree
S_20130915_1029_02_067_00.jpg,wet path,dry path
S_20141102_2416_01_119_00.jpg,sad bunny,happy bunny
S_20140420_1803_01_424_00.jpg,open computer,close computer
S_20140420_1803_01_424_05.jpg,see computer,see phone
S_20141026_2409_05_048_10.jpg,see stars,see cars
S_20130818_1001_02_089_05.jpg,blue bowl,red ball
S_20130922_1105_05_075_05.jpg,sunny day,rainy day
S_20131003_1116_03_066_05.jpg,see babies,find puppy
S_20130504_0617_02_139_10.jpg,shake rattle,drop rattle
S_20140423_1806_06_068_05.jpg,puzzle play,book read
S_20131003_1116_03_054_00.jpg,see monkey,touch dog
S_20140430_1813_02_014_00.jpg,bed messy,bed clean
S_20130619_0802_03_028_15.jpg,open curtains,close curtains
S_20130829_1012_02_048_20.jpg,touch screen,throw ball
S_20140406_1720_03_087_00.jpg,count money,draw money
S_20140418_1801_01_110_05.jpg,big truck,small car
S_20130504_0617_01_157_00.jpg,grab ball,drop ball
S_20140420_1803_01_230_00.jpg,touch keys,close lid
S_20140503_1816_05_086_05.jpg,cat running,dog sitting
S_20140409_1723_03_028_00.jpg,hold cup,drop cup
S_20130602_0716_03_015_00.jpg,stack rings,throw rings
S_20140418_1801_01_392_00.jpg,big truck,small car
S_20130811_0925_01_026_10.jpg,ceiling high,floor low
S_20140123_1506_04_090_05.jpg,lamp glow,lamp off
S_20140403_1717_06_047_05.jpg,get pill,drop pill
S_20130803_0917_03_022_15.jpg,messy bed,clean room
