instance_id,positive_phrase,negative_phrase,image,image_tag
195,yellow truck,blue truck,S_20141026_2409_01_148_05.jpg,positive
195,yellow truck,blue truck,S_20141026_2409_01_148_05_neg.jpeg,negative
196,puzzle bug,walk bug,S_20140423_1806_06_138_00.jpg,positive
196,puzzle bug,walk bug,S_20140423_1806_06_138_00_neg.jpeg,negative
197,fit bug,fly bug,S_20140423_1806_06_138_05.jpg,positive
197,fit bug,fly bug,S_20140423_1806_06_138_05_neg.jpeg,negative
198,touch nose,hug bear,S_20140426_1809_06_220_00.jpg,positive
198,touch nose,hug bear,S_20140426_1809_06_220_00_neg.jpeg,negative
199,hold book,drop book,S_20130724_0907_01_042_00.jpg,positive
199,hold book,drop book,S_20130724_0907_01_042_00_neg.jpeg,negative
200,sit grass,stand grass,S_20130428_0611_02_092_00.jpg,positive
200,sit grass,stand grass,S_20130428_0611_02_092_00_neg.jpeg,negative
201,touch grass,kick ball,S_20130428_0611_02_092_20.jpg,positive
201,touch grass,kick ball,S_20130428_0611_02_092_20_neg.jpeg,negative
202,read book,build block,S_20130519_0702_02_046_05.jpg,positive
202,read book,build block,S_20130519_0702_02_046_05_neg.jpeg,negative
203,read book,play toy,S_20130519_0702_02_046_20.jpg,positive
203,read book,play toy,S_20130519_0702_02_046_20_neg.jpeg,negative
204,blue shirt,red shirt,S_20141011_2324_05_033_00.jpg,positive
204,blue shirt,red shirt,S_20141011_2324_05_033_00_neg.jpeg,negative
205,dark room,bright room,S_20130822_1005_02_043_10.jpg,positive
205,dark room,bright room,S_20130822_1005_02_043_10_neg.jpeg,negative
206,sunlight bright,moonlight dark,S_20131113_1227_06_010_25.jpg,positive
206,sunlight bright,moonlight dark,S_20131113_1227_06_010_25_neg.jpeg,negative
207,close book,open book,S_20130529_0712_03_068_00.jpg,positive
207,close book,open book,S_20130529_0712_03_068_00_neg.jpeg,negative
208,touch blue,touch green,S_20130908_1022_03_076_00.jpg,positive
208,touch blue,touch green,S_20130908_1022_03_076_00_neg.jpeg,negative
209,foot up,hand up,S_20130908_1022_03_076_20.jpg,positive
209,foot up,hand up,S_20130908_1022_03_076_20_neg.jpeg,negative
210,blue shirt,green shirt,S_20130622_0805_06_010_00.jpg,positive
210,blue shirt,green shirt,S_20130622_0805_06_010_00_neg.jpeg,negative
211,sand pit,water pit,S_20140405_1719_03_137_05.jpg,positive
211,sand pit,water pit,S_20140405_1719_03_137_05_neg.jpeg,negative
212,green leaf,red flower,S_20130622_0805_02_083_05.jpg,positive
212,green leaf,red flower,S_20130622_0805_02_083_05_neg.jpeg,negative
213,tiny plant,big tree,S_20130622_0805_02_083_10.jpg,positive
213,tiny plant,big tree,S_20130622_0805_02_083_10_neg.jpeg,negative
214,color mat,dark mat,S_20130519_0702_03_048_05.jpg,positive
214,color mat,dark mat,S_20130519_0702_03_048_05_neg.jpeg,negative
215,yellow ball,green ball,S_20130519_0702_03_048_20.jpg,positive
215,yellow ball,green ball,S_20130519_0702_03_048_20_neg.jpeg,negative
216,sandy beach,rocky shore,S_20140409_1723_08_002_00.jpg,positive
216,sandy beach,rocky shore,S_20140409_1723_08_002_00_neg.jpeg,negative
217,zip up,button up,S_20141026_2409_05_085_00.jpg,positive
217,zip up,button up,S_20141026_2409_05_085_00_neg.jpeg,negative
218,mix color,drink color,S_20141019_2402_04_204_00.jpg,positive
218,mix color,drink color,S_20141019_2402_04_204_00_neg.jpeg,negative
219,happy baby,sad baby,S_20130522_0705_02_088_05.jpg,positive
219,happy baby,sad baby,S_20130522_0705_02_088_05_neg.jpeg,negative
220,cat walk,dog run,S_20130808_0922_05_003_00.jpg,positive
220,cat walk,dog run,S_20130808_0922_05_003_00_neg.jpeg,negative
221,blue curtains,green curtains,S_20140403_1717_05_013_10.jpg,positive
221,blue curtains,green curtains,S_20140403_1717_05_013_10_neg.jpeg,negative
222,digging fun,painting fun,S_20140409_1723_08_381_00.jpg,positive
222,digging fun,painting fun,S_20140409_1723_08_381_00_neg.jpeg,negative
223,colorful mat,plain mat,S_20130508_0621_01_069_10.jpg,positive
223,colorful mat,plain mat,S_20130508_0621_01_069_10_neg.jpeg,negative
224,see cow,see sheep,S_20130901_1015_04_111_30.jpg,positive
224,see cow,see sheep,S_20130901_1015_04_111_30_neg.jpeg,negative
225,blue door,red door,S_20131019_1202_02_052_10.jpg,positive
225,blue door,red door,S_20131019_1202_02_052_10_neg.jpeg,negative
226,mouse peek,cat peek,S_20130526_0709_04_029_05.jpg,positive
226,mouse peek,cat peek,S_20130526_0709_04_029_05_neg.jpeg,negative
227,purple drink,orange drink,S_20140418_1801_02_159_00.jpg,positive
227,purple drink,orange drink,S_20140418_1801_02_159_00_neg.jpeg,negative
228,teddy nose,teddy tail,S_20130814_0928_01_013_00.jpg,positive
228,teddy nose,teddy tail,S_20130814_0928_01_013_00_neg.jpeg,negative
229,bunny sit,snake sit,S_20140426_1809_01_295_05.jpg,positive
229,bunny sit,snake sit,S_20140426_1809_01_295_05_neg.jpeg,negative
230,blue steps,red steps,S_20130928_1111_02_028_20.jpg,positive
230,blue steps,red steps,S_20130928_1111_02_028_20_neg.jpeg,negative
231,sleepy head,busy head,S_20140423_1806_03_114_20.jpg,positive
231,sleepy head,busy head,S_20140423_1806_03_114_20_neg.jpeg,negative
232,grapes bag,lemon bag,S_20141019_2402_02_095_00.jpg,positive
232,grapes bag,lemon bag,S_20141019_2402_02_095_00_neg.jpeg,negative
233,green grape,orange grape,S_20141019_2402_02_095_05.jpg,positive
233,green grape,orange grape,S_20141019_2402_02_095_05_neg.jpeg,negative
234,red cupcake,blue cupcake,S_20130731_0914_01_083_05.jpg,positive
234,red cupcake,blue cupcake,S_20130731_0914_01_083_05_neg.jpeg,negative
235,cupcake yum,cookie yum,S_20130731_0914_01_083_15.jpg,positive
235,cupcake yum,cookie yum,S_20130731_0914_01_083_15_neg.jpeg,negative
236,cupcake yummy,fruit yummy,S_20130731_0914_01_083_20.jpg,positive
236,cupcake yummy,fruit yummy,S_20130731_0914_01_083_20_neg.jpeg,negative
237,orange ball,blue ball,S_20131024_1207_03_229_10.jpg,positive
237,orange ball,blue ball,S_20131024_1207_03_229_10_neg.jpeg,negative
238,sunny day,cloudy day,S_20131103_1217_04_018_10.jpg,positive
238,sunny day,cloudy day,S_20131103_1217_04_018_10_neg.jpeg,negative
239,draw letters,write book,S_20140403_1717_10_029_00.jpg,positive
239,draw letters,write book,S_20140403_1717_10_029_00_neg.jpeg,negative
240,big truck,small box,S_20140418_1801_01_223_15.jpg,positive
240,big truck,small box,S_20140418_1801_01_223_15_neg.jpeg,negative
241,see carrot,find banana,S_20130717_0900_01_029_00.jpg,positive
241,see carrot,find banana,S_20130717_0900_01_029_00_neg.jpeg,negative
242,green grass,blue sky,S_20130728_0911_05_016_00.jpg,positive
242,green grass,blue sky,S_20130728_0911_05_016_00_neg.jpeg,negative
243,green grass,red flowers,S_20130728_0911_05_016_20.jpg,positive
243,green grass,red flowers,S_20130728_0911_05_016_20_neg.jpeg,negative
244,white bin,red bin,S_20130619_0802_06_027_00.jpg,positive
244,white bin,red bin,S_20130619_0802_06_027_00_neg.jpeg,negative
245,white bin,black bin,S_20130619_0802_06_027_10.jpg,positive
245,white bin,black bin,S_20130619_0802_06_027_10_neg.jpeg,negative
246,green grass,red flowers,S_20130428_0611_02_072_05.jpg,positive
246,green grass,red flowers,S_20130428_0611_02_072_05_neg.jpeg,negative
247,star pillow,moon pillow,S_20140403_1717_02_088_10.jpg,positive
247,star pillow,moon pillow,S_20140403_1717_02_088_10_neg.jpeg,negative
248,green cup,blue cup,S_20140403_1717_02_088_25.jpg,positive
248,green cup,blue cup,S_20140403_1717_02_088_25_neg.jpeg,negative
249,water plants,paint plants,S_20131110_1224_02_019_10.jpg,positive
249,water plants,paint plants,S_20131110_1224_02_019_10_neg.jpeg,negative
250,star pillow,moon pillow,S_20140403_1717_02_040_10.jpg,positive
250,star pillow,moon pillow,S_20140403_1717_02_040_10_neg.jpeg,negative
251,eat food,play ball,S_20131019_1202_03_108_20.jpg,positive
251,eat food,play ball,S_20131019_1202_03_108_20_neg.jpeg,negative
252,road walk,river walk,S_20130922_1105_05_095_00.jpg,positive
252,road walk,river walk,S_20130922_1105_05_095_00_neg.jpeg,negative
253,red flower,blue flower,S_20130922_1105_05_095_05.jpg,positive
253,red flower,blue flower,S_20130922_1105_05_095_05_neg.jpeg,negative
254,play keys,play drum,S_20130703_0816_06_003_25.jpg,positive
254,play keys,play drum,S_20130703_0816_06_003_25_neg.jpeg,negative
255,sit floor,stand sofa,S_20140418_1801_01_076_05.jpg,positive
255,sit floor,stand sofa,S_20140418_1801_01_076_05_neg.jpeg,negative
256,green plants,blue sky,S_20131003_1116_01_007_00.jpg,positive
256,green plants,blue sky,S_20131003_1116_01_007_00_neg.jpeg,negative
257,yellow ball,blue ball,S_20130608_0722_05_054_20.jpg,positive
257,yellow ball,blue ball,S_20130608_0722_05_054_20_neg.jpeg,negative
258,sit floor,stand floor,S_20130703_0816_06_019_00.jpg,positive
258,sit floor,stand floor,S_20130703_0816_06_019_00_neg.jpeg,negative
259,silver car,blue bike,S_20130522_0705_05_018_10.jpg,positive
259,silver car,blue bike,S_20130522_0705_05_018_10_neg.jpeg,negative
260,happy clap,happy nap,S_20130703_0816_06_016_05.jpg,positive
260,happy clap,happy nap,S_20130703_0816_06_016_05_neg.jpeg,negative
261,sand box,water box,S_20141015_2328_01_353_00.jpg,positive
261,sand box,water box,S_20141015_2328_01_353_00_neg.jpeg,negative
262,chalk board,paint board,S_20140403_1717_03_034_05.jpg,positive
262,chalk board,paint board,S_20140403_1717_03_034_05_neg.jpeg,negative
263,red hat,blue hat,S_20130814_0928_03_173_05.jpg,positive
263,red hat,blue hat,S_20130814_0928_03_173_05_neg.jpeg,negative
264,yellow hat,blue hat,S_20141026_2409_05_046_00.jpg,positive
264,yellow hat,blue hat,S_20141026_2409_05_046_00_neg.jpeg,negative
265,bird walk,bird fly,S_20130501_0614_02_046_15.jpg,positive
265,bird walk,bird fly,S_20130501_0614_02_046_15_neg.jpeg,negative
266,green leaves,blue box,S_20141015_2328_01_084_15.jpg,positive
266,green leaves,blue box,S_20141015_2328_01_084_15_neg.jpeg,negative
267,bear honey,bear apple,S_20130915_1029_06_060_00.jpg,positive
267,bear honey,bear apple,S_20130915_1029_06_060_00_neg.jpeg,negative
268,pig oink,cow moo,S_20140129_1512_01_048_00.jpg,positive
268,pig oink,cow moo,S_20140129_1512_01_048_00_neg.jpeg,negative
269,shiny door,shiny bowl,S_20130710_0823_08_061_00.jpg,positive
269,shiny door,shiny bowl,S_20130710_0823_08_061_00_neg.jpeg,negative
270,color paper,tear paper,S_20140420_1803_04_103_05.jpg,positive
270,color paper,tear paper,S_20140420_1803_04_103_05_neg.jpeg,negative
271,color paper,rip paper,S_20140420_1803_04_103_15.jpg,positive
271,color paper,rip paper,S_20140420_1803_04_103_15_neg.jpeg,negative
272,see baby,see kitty,S_20130417_0600_01_108_05.jpg,positive
272,see baby,see kitty,S_20130417_0600_01_108_05_neg.jpeg,negative
273,red cherry,yellow cherry,S_20130901_1015_04_165_05.jpg,positive
273,red cherry,yellow cherry,S_20130901_1015_04_165_05_neg.jpeg,negative
274,kitty book,doggy book,S_20130724_0907_01_011_00.jpg,positive
274,kitty book,doggy book,S_20130724_0907_01_011_00_neg.jpeg,negative
275,red apple,green apple,S_20130504_0617_01_112_10.jpg,positive
275,red apple,green apple,S_20130504_0617_01_112_10_neg.jpeg,negative
276,walk grass,run hill,S_20140430_1813_06_095_00.jpg,positive
276,walk grass,run hill,S_20140430_1813_06_095_00_neg.jpeg,negative
277,touch sand,splash water,S_20140409_1723_07_031_00.jpg,positive
277,touch sand,splash water,S_20140409_1723_07_031_00_neg.jpeg,negative
278,soft sand,rough rocks,S_20140409_1723_07_031_10.jpg,positive
278,soft sand,rough rocks,S_20140409_1723_07_031_10_neg.jpeg,negative
279,yellow bucket,blue bucket,S_20140409_1723_07_031_15.jpg,positive
279,yellow bucket,blue bucket,S_20140409_1723_07_031_15_neg.jpeg,negative
280,yellow bucket,red bucket,S_20140409_1723_07_031_20.jpg,positive
280,yellow bucket,red bucket,S_20140409_1723_07_031_20_neg.jpeg,negative
281,animal book,empty book,S_20140426_1809_01_376_00.jpg,positive
281,animal book,empty book,S_20140426_1809_01_376_00_neg.jpeg,negative
282,pink balloon,blue balloon,S_20131024_1207_04_032_00.jpg,positive
282,pink balloon,blue balloon,S_20131024_1207_04_032_00_neg.jpeg,negative
283,tree green,tree red,S_20131027_1210_02_015_10.jpg,positive
283,tree green,tree red,S_20131027_1210_02_015_10_neg.jpeg,negative
284,blue beam,green beam,S_20131027_1210_02_015_15.jpg,positive
284,blue beam,green beam,S_20131027_1210_02_015_15_neg.jpeg,negative
285,see crack,see flower,S_20140119_1502_03_154_00.jpg,positive
285,see crack,see flower,S_20140119_1502_03_154_00_neg.jpeg,negative
286,baby eat,baby sleep,S_20130529_0712_02_095_10.jpg,positive
286,baby eat,baby sleep,S_20130529_0712_02_095_10_neg.jpeg,negative
287,red robot,blue robot,S_20141029_2412_01_294_10.jpg,positive
287,red robot,blue robot,S_20141029_2412_01_294_10_neg.jpeg,negative
288,green bucket,blue bucket,S_20140405_1719_03_022_05.jpg,positive
288,green bucket,blue bucket,S_20140405_1719_03_022_05_neg.jpeg,negative
289,count money,stack books,S_20140406_1720_03_072_15.jpg,positive
289,count money,stack books,S_20140406_1720_03_072_15_neg.jpeg,negative
290,coin pile,paper pile,S_20140406_1720_03_072_20.jpg,positive
290,coin pile,paper pile,S_20140406_1720_03_072_20_neg.jpeg,negative
291,colorful mat,plain rug,S_20130519_0702_03_002_15.jpg,positive
291,colorful mat,plain rug,S_20130519_0702_03_002_15_neg.jpeg,negative
292,green grass,yellow grass,S_20141023_2406_03_046_00.jpg,positive
292,green grass,yellow grass,S_20141023_2406_03_046_00_neg.jpeg,negative
293,alligator picture,elephant picture,S_20141018_2401_01_083_05.jpg,positive
293,alligator picture,elephant picture,S_20141018_2401_01_083_05_neg.jpeg,negative
294,yellow ball,red ball,S_20130612_0726_02_028_00.jpg,positive
294,yellow ball,red ball,S_20130612_0726_02_028_00_neg.jpeg,negative
295,yellow ball,blue ball,S_20130612_0726_02_028_05.jpg,positive
295,yellow ball,blue ball,S_20130612_0726_02_028_05_neg.jpeg,negative
296,animal puzzle,animal book,S_20140406_1720_01_186_00.jpg,positive
296,animal puzzle,animal book,S_20140406_1720_01_186_00_neg.jpeg,negative
297,color paper,tear paper,S_20140406_1720_04_064_10.jpg,positive
297,color paper,tear paper,S_20140406_1720_04_064_10_neg.jpeg,negative
298,paint man,read man,S_20131031_1214_03_124_15.jpg,positive
298,paint man,read man,S_20131031_1214_03_124_15_neg.jpeg,negative
299,eat yogurt,play car,S_20130814_0928_03_063_10.jpg,positive
299,eat yogurt,play car,S_20130814_0928_03_063_10_neg.jpeg,negative
300,lamp off,lamp on,S_20140406_1720_04_035_00.jpg,positive
300,lamp off,lamp on,S_20140406_1720_04_035_00_neg.jpeg,negative
301,pink bunny,blue dog,S_20130824_1007_02_124_05.jpg,positive
301,pink bunny,blue dog,S_20130824_1007_02_124_05_neg.jpeg,negative
302,bear book,duck book,S_20130915_1029_06_066_10.jpg,positive
302,bear book,duck book,S_20130915_1029_06_066_10_neg.jpeg,negative
303,basket coins,basket toys,S_20140406_1720_03_086_05.jpg,positive
303,basket coins,basket toys,S_20140406_1720_03_086_05_neg.jpeg,negative
304,touch ground,kick ball,S_20130922_1105_05_062_05.jpg,positive
304,touch ground,kick ball,S_20130922_1105_05_062_05_neg.jpeg,negative
305,cut food,mix salad,S_20140409_1723_02_199_30.jpg,positive
305,cut food,mix salad,S_20140409_1723_02_199_30_neg.jpeg,negative
306,draw book,read book,S_20140423_1806_04_053_05.jpg,positive
306,draw book,read book,S_20140423_1806_04_053_05_neg.jpeg,negative
307,spotty dog,striped cat,S_20130622_0805_06_122_05.jpg,positive
307,spotty dog,striped cat,S_20130622_0805_06_122_05_neg.jpeg,negative
308,flower book,fruit book,S_20130829_1012_04_040_15.jpg,positive
308,flower book,fruit book,S_20130829_1012_04_040_15_neg.jpeg,negative
309,count fruit,count cars,S_20130829_1012_04_040_30.jpg,positive
309,count fruit,count cars,S_20130829_1012_04_040_30_neg.jpeg,negative
310,fluffy cat,scaly fish,S_20130529_0712_03_032_05.jpg,positive
310,fluffy cat,scaly fish,S_20130529_0712_03_032_05_neg.jpeg,negative
311,clothes mess,clean carpet,S_20140426_1809_08_027_10.jpg,positive
311,clothes mess,clean carpet,S_20140426_1809_08_027_10_neg.jpeg,negative
312,zip closed,button shirt,S_20141026_2409_05_062_05.jpg,positive
312,zip closed,button shirt,S_20141026_2409_05_062_05_neg.jpeg,negative
313,open lid,closed lid,S_20140409_1723_06_010_00.jpg,positive
313,open lid,closed lid,S_20140409_1723_06_010_00_neg.jpeg,negative
314,monkey play,dinosaur play,S_20130911_1025_01_007_05.jpg,positive
314,monkey play,dinosaur play,S_20130911_1025_01_007_05_neg.jpeg,negative
315,happy baby,happy dog,S_20130911_1025_01_007_20.jpg,positive
315,happy baby,happy dog,S_20130911_1025_01_007_20_neg.jpeg,negative
316,build puzzle,tear paper,S_20140406_1720_01_253_05.jpg,positive
316,build puzzle,tear paper,S_20140406_1720_01_253_05_neg.jpeg,negative
317,soft carpet,hard floor,S_20130424_0607_01_056_20.jpg,positive
317,soft carpet,hard floor,S_20130424_0607_01_056_20_neg.jpeg,negative
318,playground fun,sandcastle building,S_20140426_1809_11_017_10.jpg,positive
318,playground fun,sandcastle building,S_20140426_1809_11_017_10_neg.jpeg,negative
319,green plants,yellow flowers,S_20130710_0823_07_025_20.jpg,positive
319,green plants,yellow flowers,S_20130710_0823_07_025_20_neg.jpeg,negative
320,star biscuit,round biscuit,S_20130901_1015_04_229_10.jpg,positive
320,star biscuit,round biscuit,S_20130901_1015_04_229_10_neg.jpeg,negative
321,big bubble,tiny ball,S_20141102_2416_01_125_00.jpg,positive
321,big bubble,tiny ball,S_20141102_2416_01_125_00_neg.jpeg,negative
322,big dog,small cat,S_20130731_0914_01_162_00.jpg,positive
322,big dog,small cat,S_20130731_0914_01_162_00_neg.jpeg,negative
323,sit down,stand up,S_20130526_0709_02_009_00.jpg,positive
323,sit down,stand up,S_20130526_0709_02_009_00_neg.jpeg,negative
324,sunny park,rainy park,S_20141009_2322_02_029_15.jpg,positive
324,sunny park,rainy park,S_20141009_2322_02_029_15_neg.jpeg,negative
325,pour milk,eat fruit,S_20130626_0809_05_031_20.jpg,positive
325,pour milk,eat fruit,S_20130626_0809_05_031_20_neg.jpeg,negative
326,big tree,tiny flower,S_20130911_1025_01_075_00.jpg,positive
326,big tree,tiny flower,S_20130911_1025_01_075_00_neg.jpeg,negative
327,big bunny,small bird,S_20140503_1816_02_253_00.jpg,positive
327,big bunny,small bird,S_20140503_1816_02_253_00_neg.jpeg,negative
328,climb steps,run steps,S_20130915_1029_06_030_10.jpg,positive
328,climb steps,run steps,S_20130915_1029_06_030_10_neg.jpeg,negative
329,step rock,kick ball,S_20141108_2422_02_097_00.jpg,positive
329,step rock,kick ball,S_20141108_2422_02_097_00_neg.jpeg,negative
330,big truck,small bike,S_20141102_2416_01_065_05.jpg,positive
330,big truck,small bike,S_20141102_2416_01_065_05_neg.jpeg,negative
331,hold candle,drop book,S_20140418_1801_02_178_05.jpg,positive
331,hold candle,drop book,S_20140418_1801_02_178_05_neg.jpeg,negative
332,walk outside,sit inside,S_20140119_1502_02_070_05.jpg,positive
332,walk outside,sit inside,S_20140119_1502_02_070_05_neg.jpeg,negative
333,soda can,juice box,S_20130703_0816_10_019_15.jpg,positive
333,soda can,juice box,S_20130703_0816_10_019_15_neg.jpeg,negative
334,bucket full,bucket empty,S_20140405_1719_02_090_05.jpg,positive
334,bucket full,bucket empty,S_20140405_1719_02_090_05_neg.jpeg,negative
335,green grass,blue water,S_20141009_2322_02_052_00.jpg,positive
335,green grass,blue water,S_20141009_2322_02_052_00_neg.jpeg,negative
336,sit grass,run path,S_20130608_0722_05_038_25.jpg,positive
336,sit grass,run path,S_20130608_0722_05_038_25_neg.jpeg,negative
337,basket toy,basket book,S_20130602_0716_05_024_00.jpg,positive
337,basket toy,basket book,S_20130602_0716_05_024_00_neg.jpeg,negative
338,drink water,pour juice,S_20141108_2422_03_015_10.jpg,positive
338,drink water,pour juice,S_20141108_2422_03_015_10_neg.jpeg,negative
339,sandy beach,rocky beach,S_20140409_1723_09_008_05.jpg,positive
339,sandy beach,rocky beach,S_20140409_1723_09_008_05_neg.jpeg,negative
340,couch sit,table sit,S_20140413_1727_01_051_00.jpg,positive
340,couch sit,table sit,S_20140413_1727_01_051_00_neg.jpeg,negative
341,open door,close door,S_20140409_1723_02_010_00.jpg,positive
341,open door,close door,S_20140409_1723_02_010_00_neg.jpeg,negative
342,ripped jeans,clean jeans,S_20140405_1719_01_011_00.jpg,positive
342,ripped jeans,clean jeans,S_20140405_1719_01_011_00_neg.jpeg,negative
343,jam bread,butter bread,S_20141019_2402_02_195_25.jpg,positive
343,jam bread,butter bread,S_20141019_2402_02_195_25_neg.jpeg,negative
344,banana slice,apple slice,S_20130822_1005_02_053_15.jpg,positive
344,banana slice,apple slice,S_20130822_1005_02_053_15_neg.jpeg,negative
345,outside play,inside play,S_20131027_1210_02_263_10.jpg,positive
345,outside play,inside play,S_20131027_1210_02_263_10_neg.jpeg,negative
346,shoe sand,shoe grass,S_20140409_1723_08_402_05.jpg,positive
346,shoe sand,shoe grass,S_20140409_1723_08_402_05_neg.jpeg,negative
347,read kitty,play blocks,S_20130808_0922_02_035_00.jpg,positive
347,read kitty,play blocks,S_20130808_0922_02_035_00_neg.jpeg,negative
348,green plant,blue ball,S_20130622_0805_02_006_00.jpg,positive
348,green plant,blue ball,S_20130622_0805_02_006_00_neg.jpeg,negative
349,swim baby,nap baby,S_20130814_0928_03_368_00.jpg,positive
349,swim baby,nap baby,S_20130814_0928_03_368_00_neg.jpeg,negative
350,laughing baby,crying baby,S_20130814_0928_03_368_15.jpg,positive
350,laughing baby,crying baby,S_20130814_0928_03_368_15_neg.jpeg,negative
351,lotion bottle,juice bottle,S_20130919_1102_02_065_05.jpg,positive
351,lotion bottle,juice bottle,S_20130919_1102_02_065_05_neg.jpeg,negative
352,baby smile,dog bark,S_20130731_0914_01_068_25.jpg,positive
352,baby smile,dog bark,S_20130731_0914_01_068_25_neg.jpeg,negative
353,light on,light off,S_20141108_2422_02_127_05.jpg,positive
353,light on,light off,S_20141108_2422_02_127_05_neg.jpeg,negative
354,read cat,draw cat,S_20130626_0809_01_108_00.jpg,positive
354,read cat,draw cat,S_20130626_0809_01_108_00_neg.jpeg,negative
355,fridge open,fridge closed,S_20141026_2409_02_296_00.jpg,positive
355,fridge open,fridge closed,S_20141026_2409_02_296_00_neg.jpeg,negative
356,smooth floor,rough rug,S_20130714_0827_04_042_00.jpg,positive
356,smooth floor,rough rug,S_20130714_0827_04_042_00_neg.jpeg,negative
357,animal puzzle,robot puzzle,S_20140406_1720_01_187_00.jpg,positive
357,animal puzzle,robot puzzle,S_20140406_1720_01_187_00_neg.jpeg,negative
358,see truck,read car,S_20140418_1801_01_309_10.jpg,positive
358,see truck,read car,S_20140418_1801_01_309_10_neg.jpeg,negative
359,dig sand,pour water,S_20141015_2328_01_350_00.jpg,positive
359,dig sand,pour water,S_20141015_2328_01_350_00_neg.jpeg,negative
360,sad bunny,happy bunny,S_20141102_2416_01_119_00.jpg,positive
360,sad bunny,happy bunny,S_20141102_2416_01_119_00_neg.jpeg,negative
361,see computer,see phone,S_20140420_1803_01_424_05.jpg,positive
361,see computer,see phone,S_20140420_1803_01_424_05_neg.jpeg,negative
362,blue bowl,red ball,S_20130818_1001_02_089_05.jpg,positive
362,blue bowl,red ball,S_20130818_1001_02_089_05_neg.jpeg,negative
363,bed messy,bed clean,S_20140430_1813_02_014_00.jpg,positive
363,bed messy,bed clean,S_20140430_1813_02_014_00_neg.jpeg,negative
364,cat running,dog sitting,S_20140503_1816_05_086_05.jpg,positive
364,cat running,dog sitting,S_20140503_1816_05_086_05_neg.jpeg,negative
