trial_id,target_category,real_category,image
578,computer,ball,ball/img_19169.jpeg
579,computer,computer,computer/img_549478.jpeg
579,computer,paper,paper/img_334575.jpeg
579,computer,room,room/img_19472.jpeg
579,computer,cat,cat/img_104101.jpeg
580,computer,computer,computer/img_350029.jpeg
580,computer,cat,cat/img_256682.jpeg
580,computer,basket,basket/img_99713.jpeg
580,computer,window,window/img_571550.jpeg
581,computer,computer,computer/img_350306.jpeg
581,computer,door,door/img_76255.jpeg
581,computer,table,table/img_44592.jpeg
581,computer,floor,floor/img_27845.jpeg
582,computer,computer,computer/img_549234.jpeg
582,computer,hand,hand/img_78059.jpeg
582,computer,room,room/img_33592.jpeg
582,computer,table,table/img_115115.jpeg
583,computer,computer,computer/img_549530.jpeg
583,computer,crib,crib/img_558057.jpeg
583,computer,road,road/img_246427.jpeg
583,computer,ball,ball/img_32637.jpeg
584,computer,computer,computer/img_350793.jpeg
584,computer,chair,chair/img_14162.jpeg
584,computer,door,door/img_364903.jpeg
584,computer,road,road/img_11124.jpeg
585,computer,computer,computer/img_549408.jpeg
585,computer,hand,hand/img_253720.jpeg
585,computer,puzzle,puzzle/img_554477.jpeg
585,computer,window,window/img_129928.jpeg
586,computer,computer,computer/img_549233.jpeg
586,computer,car,car/img_182513.jpeg
586,computer,ground,ground/img_555282.jpeg
586,computer,window,window/img_128719.jpeg
587,computer,computer,computer/img_1020257.jpeg
587,computer,foot,foot/img_355848.jpeg
587,computer,ground,ground/img_244835.jpeg
587,computer,room,room/img_552343.jpeg
588,computer,computer,computer/img_251026.jpeg
588,computer,ball,ball/img_97098.jpeg
588,computer,window,window/img_365632.jpeg
588,computer,chair,chair/img_551131.jpeg
589,computer,computer,computer/img_1020178.jpeg
589,computer,paper,paper/img_334554.jpeg
589,computer,cat,cat/img_91142.jpeg
589,computer,ball,ball/img_32597.jpeg
590,computer,computer,computer/img_325718.jpeg
590,computer,floor,floor/img_110082.jpeg
590,computer,window,window/img_124563.jpeg
590,computer,ball,ball/img_102577.jpeg
591,computer,computer,computer/img_351553.jpeg
591,computer,ground,ground/img_127719.jpeg
591,computer,cat,cat/img_117207.jpeg
591,computer,table,table/img_44590.jpeg
592,computer,computer,computer/img_549471.jpeg
592,computer,door,door/img_328552.jpeg
592,computer,road,road/img_16280.jpeg
592,computer,floor,floor/img_66575.jpeg
593,computer,computer,computer/img_251198.jpeg
593,computer,toy,toy/img_47124.jpeg
593,computer,chair,chair/img_14397.jpeg
593,computer,sand,sand/img_339011.jpeg
594,computer,computer,computer/img_549251.jpeg
594,computer,door,door/img_62774.jpeg
594,computer,basket,basket/img_46207.jpeg
594,computer,crib,crib/img_558547.jpeg
595,computer,computer,computer/img_1019881.jpeg
595,computer,ground,ground/img_68420.jpeg
595,computer,ball,ball/img_33741.jpeg
595,computer,hand,hand/img_112940.jpeg
596,computer,computer,computer/img_549382.jpeg
596,computer,car,car/img_44242.jpeg
596,computer,room,room/img_559919.jpeg
596,computer,table,table/img_69623.jpeg
597,computer,computer,computer/img_251250.jpeg
597,computer,room,room/img_116103.jpeg
597,computer,door,door/img_13757.jpeg
597,computer,puzzle,puzzle/img_557277.jpeg
598,computer,computer,computer/img_549086.jpeg
598,computer,ball,ball/img_97092.jpeg
598,computer,basket,basket/img_13883.jpeg
598,computer,road,road/img_70515.jpeg
599,computer,computer,computer/img_1020203.jpeg
599,computer,window,window/img_129950.jpeg
599,computer,kitchen,kitchen/img_560164.jpeg
599,computer,cat,cat/img_168850.jpeg
600,crib,crib,crib/img_175399.jpeg
600,crib,hand,hand/img_113000.jpeg
600,crib,floor,floor/img_1002522.jpeg
600,crib,cat,cat/img_91137.jpeg
601,crib,crib,crib/img_50224.jpeg
601,crib,hand,hand/img_7976.jpeg
601,crib,ball,ball/img_80889.jpeg
601,crib,stairs,stairs/img_145644.jpeg
602,crib,crib,crib/img_327586.jpeg
602,crib,stairs,stairs/img_178999.jpeg
602,crib,car,car/img_546780.jpeg
602,crib,table,table/img_69592.jpeg
603,crib,crib,crib/img_558564.jpeg
603,crib,foot,foot/img_182937.jpeg
603,crib,hand,hand/img_257746.jpeg
603,crib,car,car/img_137038.jpeg
604,crib,crib,crib/img_1019568.jpeg
604,crib,paper,paper/img_361063.jpeg
604,crib,floor,floor/img_66743.jpeg
604,crib,stairs,stairs/img_157690.jpeg
605,crib,crib,crib/img_558282.jpeg
605,crib,window,window/img_29941.jpeg
605,crib,toy,toy/img_14209.jpeg
605,crib,stairs,stairs/img_157803.jpeg
606,crib,crib,crib/img_14310.jpeg
606,crib,puzzle,puzzle/img_333332.jpeg
606,crib,window,window/img_139728.jpeg
606,crib,foot,foot/img_182937.jpeg
607,crib,crib,crib/img_558569.jpeg
607,crib,cat,cat/img_91354.jpeg
607,crib,floor,floor/img_106489.jpeg
607,crib,road,road/img_95779.jpeg
608,crib,crib,crib/img_557683.jpeg
608,crib,computer,computer/img_549525.jpeg
608,crib,toy,toy/img_547984.jpeg
608,crib,stairs,stairs/img_150249.jpeg
609,crib,crib,crib/img_558251.jpeg
609,crib,basket,basket/img_352758.jpeg
609,crib,cat,cat/img_359735.jpeg
609,crib,chair,chair/img_9149.jpeg
610,crib,crib,crib/img_50208.jpeg
610,crib,foot,foot/img_553125.jpeg
610,crib,room,room/img_116715.jpeg
610,crib,paper,paper/img_352431.jpeg
611,crib,crib,crib/img_558497.jpeg
611,crib,road,road/img_332043.jpeg
611,crib,window,window/img_139835.jpeg
611,crib,door,door/img_69064.jpeg
612,crib,crib,crib/img_325176.jpeg
612,crib,ground,ground/img_575260.jpeg
612,crib,toy,toy/img_119067.jpeg
612,crib,road,road/img_95990.jpeg
613,crib,crib,crib/img_14304.jpeg
613,crib,ball,ball/img_39627.jpeg
613,crib,hand,hand/img_98305.jpeg
613,crib,road,road/img_331567.jpeg
614,crib,crib,crib/img_558098.jpeg
614,crib,computer,computer/img_549248.jpeg
614,crib,sand,sand/img_564658.jpeg
614,crib,window,window/img_356777.jpeg
615,crib,crib,crib/img_558324.jpeg
615,crib,table,table/img_569099.jpeg
615,crib,paper,paper/img_364200.jpeg
615,crib,stairs,stairs/img_148402.jpeg
616,crib,crib,crib/img_558506.jpeg
616,crib,car,car/img_29293.jpeg
616,crib,puzzle,puzzle/img_363098.jpeg
616,crib,floor,floor/img_6037.jpeg
617,crib,crib,crib/img_328684.jpeg
617,crib,car,car/img_573676.jpeg
617,crib,stairs,stairs/img_157791.jpeg
617,crib,puzzle,puzzle/img_363676.jpeg
618,crib,crib,crib/img_327603.jpeg
618,crib,paper,paper/img_83715.jpeg
618,crib,table,table/img_559235.jpeg
618,crib,basket,basket/img_14374.jpeg
619,crib,crib,crib/img_558525.jpeg
619,crib,car,car/img_546790.jpeg
619,crib,stairs,stairs/img_152459.jpeg
619,crib,computer,computer/img_350023.jpeg
620,crib,crib,crib/img_558485.jpeg
620,crib,cat,cat/img_8149.jpeg
620,crib,room,room/img_6441.jpeg
620,crib,ground,ground/img_127938.jpeg
621,crib,crib,crib/img_128340.jpeg
621,crib,ball,ball/img_355435.jpeg
621,crib,paper,paper/img_37352.jpeg
621,crib,computer,computer/img_251284.jpeg
622,crib,crib,crib/img_558140.jpeg
622,crib,stairs,stairs/img_351185.jpeg
622,crib,ground,ground/img_105149.jpeg
622,crib,window,window/img_43355.jpeg
623,crib,crib,crib/img_175309.jpeg
623,crib,computer,computer/img_251257.jpeg
623,crib,floor,floor/img_325906.jpeg
623,crib,ground,ground/img_68671.jpeg
624,crib,crib,crib/img_333435.jpeg
624,crib,basket,basket/img_85885.jpeg
624,crib,floor,floor/img_140616.jpeg
624,crib,table,table/img_559442.jpeg
625,crib,crib,crib/img_557080.jpeg
625,crib,ball,ball/img_164156.jpeg
625,crib,puzzle,puzzle/img_554436.jpeg
625,crib,foot,foot/img_565182.jpeg
626,crib,crib,crib/img_558252.jpeg
626,crib,car,car/img_81427.jpeg
626,crib,puzzle,puzzle/img_333021.jpeg
626,crib,ground,ground/img_555198.jpeg
627,crib,crib,crib/img_1019648.jpeg
627,crib,ground,ground/img_148025.jpeg
627,crib,chair,chair/img_9651.jpeg
627,crib,window,window/img_128744.jpeg
628,crib,crib,crib/img_1019640.jpeg
628,crib,ball,ball/img_98922.jpeg
628,crib,paper,paper/img_334676.jpeg
628,crib,door,door/img_327747.jpeg
629,crib,crib,crib/img_172046.jpeg
629,crib,sand,sand/img_339325.jpeg
629,crib,room,room/img_548759.jpeg
629,crib,table,table/img_569027.jpeg
630,crib,crib,crib/img_558843.jpeg
630,crib,sand,sand/img_554210.jpeg
630,crib,puzzle,puzzle/img_554489.jpeg
630,crib,door,door/img_36464.jpeg
631,crib,crib,crib/img_558059.jpeg
631,crib,ball,ball/img_108789.jpeg
631,crib,road,road/img_10390.jpeg
631,crib,toy,toy/img_144047.jpeg
632,crib,crib,crib/img_324562.jpeg
632,crib,cat,cat/img_6625.jpeg
632,crib,table,table/img_559570.jpeg
632,crib,basket,basket/img_97052.jpeg
633,crib,crib,crib/img_50208.jpeg
633,crib,table,table/img_569068.jpeg
633,crib,road,road/img_12949.jpeg
633,crib,basket,basket/img_85886.jpeg
634,crib,crib,crib/img_1019666.jpeg
634,crib,floor,floor/img_108142.jpeg
634,crib,chair,chair/img_1002361.jpeg
634,crib,door,door/img_58523.jpeg
635,crib,crib,crib/img_558081.jpeg
635,crib,table,table/img_559830.jpeg
635,crib,floor,floor/img_86074.jpeg
635,crib,foot,foot/img_561979.jpeg
636,crib,crib,crib/img_558535.jpeg
636,crib,sand,sand/img_339639.jpeg
636,crib,paper,paper/img_364351.jpeg
636,crib,ground,ground/img_177087.jpeg
637,crib,crib,crib/img_558285.jpeg
637,crib,chair,chair/img_48545.jpeg
637,crib,room,room/img_101480.jpeg
637,crib,hand,hand/img_95674.jpeg
638,crib,crib,crib/img_558761.jpeg
638,crib,door,door/img_16964.jpeg
638,crib,car,car/img_44338.jpeg
638,crib,puzzle,puzzle/img_363329.jpeg
639,crib,crib,crib/img_558248.jpeg
639,crib,table,table/img_565262.jpeg
639,crib,ground,ground/img_105141.jpeg
639,crib,road,road/img_95738.jpeg
640,crib,crib,crib/img_325191.jpeg
640,crib,floor,floor/img_24777.jpeg
640,crib,kitchen,kitchen/img_33341.jpeg
640,crib,sand,sand/img_53468.jpeg
641,crib,crib,crib/img_557104.jpeg
641,crib,kitchen,kitchen/img_33452.jpeg
641,crib,ball,ball/img_80894.jpeg
641,crib,stairs,stairs/img_19508.jpeg
642,crib,crib,crib/img_324559.jpeg
642,crib,car,car/img_176537.jpeg
642,crib,toy,toy/img_71852.jpeg
642,crib,paper,paper/img_364170.jpeg
643,crib,crib,crib/img_335497.jpeg
643,crib,car,car/img_330170.jpeg
643,crib,table,table/img_565408.jpeg
643,crib,basket,basket/img_14373.jpeg
644,crib,crib,crib/img_328679.jpeg
644,crib,window,window/img_3891.jpeg
644,crib,room,room/img_30058.jpeg
644,crib,computer,computer/img_1019822.jpeg
645,crib,crib,crib/img_358024.jpeg
645,crib,foot,foot/img_553125.jpeg
645,crib,floor,floor/img_41148.jpeg
645,crib,car,car/img_546793.jpeg
646,crib,crib,crib/img_50227.jpeg
646,crib,road,road/img_10210.jpeg
646,crib,paper,paper/img_37311.jpeg
646,crib,room,room/img_4879.jpeg
647,crib,crib,crib/img_50246.jpeg
647,crib,sand,sand/img_339327.jpeg
647,crib,car,car/img_81420.jpeg
647,crib,floor,floor/img_23532.jpeg
648,crib,crib,crib/img_558525.jpeg
648,crib,toy,toy/img_106738.jpeg
648,crib,foot,foot/img_352770.jpeg
648,crib,floor,floor/img_364841.jpeg
649,crib,crib,crib/img_558376.jpeg
649,crib,basket,basket/img_334.jpeg
649,crib,foot,foot/img_351412.jpeg
649,crib,toy,toy/img_33271.jpeg
650,crib,crib,crib/img_325311.jpeg
650,crib,ball,ball/img_17757.jpeg
650,crib,paper,paper/img_37786.jpeg
650,crib,toy,toy/img_4929.jpeg
651,crib,crib,crib/img_349864.jpeg
651,crib,sand,sand/img_554271.jpeg
651,crib,toy,toy/img_30271.jpeg
651,crib,floor,floor/img_35259.jpeg
652,crib,crib,crib/img_325144.jpeg
652,crib,basket,basket/img_37535.jpeg
652,crib,foot,foot/img_351643.jpeg
652,crib,chair,chair/img_25012.jpeg
653,crib,crib,crib/img_558761.jpeg
653,crib,puzzle,puzzle/img_557649.jpeg
653,crib,kitchen,kitchen/img_559304.jpeg
653,crib,ground,ground/img_148005.jpeg
654,crib,crib,crib/img_328682.jpeg
654,crib,toy,toy/img_548323.jpeg
654,crib,road,road/img_246446.jpeg
654,crib,paper,paper/img_37355.jpeg
655,crib,crib,crib/img_557156.jpeg
655,crib,ground,ground/img_93745.jpeg
655,crib,cat,cat/img_7666.jpeg
655,crib,floor,floor/img_573387.jpeg
656,crib,crib,crib/img_324560.jpeg
656,crib,hand,hand/img_11548.jpeg
656,crib,ball,ball/img_68584.jpeg
656,crib,door,door/img_345582.jpeg
657,crib,crib,crib/img_327597.jpeg
657,crib,car,car/img_331978.jpeg
657,crib,computer,computer/img_1019891.jpeg
657,crib,door,door/img_113554.jpeg
658,crib,crib,crib/img_156939.jpeg
658,crib,floor,floor/img_251635.jpeg
658,crib,stairs,stairs/img_157743.jpeg
658,crib,door,door/img_175988.jpeg
659,crib,crib,crib/img_558541.jpeg
659,crib,basket,basket/img_250998.jpeg
659,crib,cat,cat/img_256707.jpeg
659,crib,road,road/img_370871.jpeg
660,crib,crib,crib/img_175311.jpeg
660,crib,ground,ground/img_64633.jpeg
660,crib,foot,foot/img_350482.jpeg
660,crib,stairs,stairs/img_1001828.jpeg
661,crib,crib,crib/img_558283.jpeg
661,crib,basket,basket/img_14379.jpeg
661,crib,foot,foot/img_59269.jpeg
661,crib,room,room/img_4823.jpeg
662,crib,crib,crib/img_349596.jpeg
662,crib,car,car/img_362332.jpeg
662,crib,table,table/img_10027.jpeg
662,crib,puzzle,puzzle/img_554797.jpeg
663,crib,crib,crib/img_14312.jpeg
663,crib,window,window/img_43365.jpeg
663,crib,room,room/img_20674.jpeg
663,crib,floor,floor/img_253040.jpeg
664,crib,crib,crib/img_558232.jpeg
664,crib,paper,paper/img_364203.jpeg
664,crib,room,room/img_88246.jpeg
664,crib,sand,sand/img_331390.jpeg
665,crib,crib,crib/img_128902.jpeg
665,crib,paper,paper/img_364252.jpeg
665,crib,window,window/img_124816.jpeg
665,crib,stairs,stairs/img_338699.jpeg
666,crib,crib,crib/img_558269.jpeg
666,crib,kitchen,kitchen/img_107726.jpeg
666,crib,room,room/img_117350.jpeg
666,crib,paper,paper/img_361092.jpeg
667,crib,crib,crib/img_324560.jpeg
667,crib,road,road/img_329866.jpeg
667,crib,car,car/img_331913.jpeg
667,crib,chair,chair/img_108170.jpeg
668,crib,crib,crib/img_558082.jpeg
668,crib,ball,ball/img_17671.jpeg
668,crib,cat,cat/img_256692.jpeg
668,crib,floor,floor/img_361682.jpeg
669,crib,crib,crib/img_349869.jpeg
669,crib,chair,chair/img_14161.jpeg
669,crib,room,room/img_116536.jpeg
669,crib,ground,ground/img_245830.jpeg
670,crib,crib,crib/img_1019653.jpeg
670,crib,road,road/img_246574.jpeg
670,crib,foot,foot/img_335330.jpeg
670,crib,stairs,stairs/img_176704.jpeg
671,crib,crib,crib/img_50200.jpeg
671,crib,door,door/img_1418.jpeg
671,crib,ground,ground/img_564753.jpeg
671,crib,foot,foot/img_339689.jpeg
672,crib,crib,crib/img_558231.jpeg
672,crib,kitchen,kitchen/img_92623.jpeg
672,crib,window,window/img_136376.jpeg
672,crib,door,door/img_1002515.jpeg
673,crib,crib,crib/img_50199.jpeg
673,crib,sand,sand/img_564588.jpeg
673,crib,toy,toy/img_106759.jpeg
673,crib,basket,basket/img_14158.jpeg
674,crib,crib,crib/img_1019629.jpeg
674,crib,table,table/img_569946.jpeg
674,crib,car,car/img_330171.jpeg
674,crib,stairs,stairs/img_1001892.jpeg
675,crib,crib,crib/img_325197.jpeg
675,crib,cat,cat/img_3849.jpeg
675,crib,foot,foot/img_1003769.jpeg
675,crib,computer,computer/img_549101.jpeg
676,crib,crib,crib/img_325185.jpeg
676,crib,floor,floor/img_107510.jpeg
676,crib,puzzle,puzzle/img_341718.jpeg
676,crib,toy,toy/img_85999.jpeg
677,crib,crib,crib/img_14314.jpeg
677,crib,car,car/img_573676.jpeg
677,crib,paper,paper/img_360966.jpeg
677,crib,ground,ground/img_105134.jpeg
678,crib,crib,crib/img_558253.jpeg
678,crib,ground,ground/img_245626.jpeg
678,crib,toy,toy/img_99141.jpeg
678,crib,computer,computer/img_549463.jpeg
679,crib,crib,crib/img_325144.jpeg
679,crib,floor,floor/img_179188.jpeg
679,crib,chair,chair/img_566655.jpeg
679,crib,basket,basket/img_175428.jpeg
680,crib,crib,crib/img_358025.jpeg
680,crib,kitchen,kitchen/img_552283.jpeg
680,crib,ball,ball/img_152290.jpeg
680,crib,computer,computer/img_250988.jpeg
681,crib,crib,crib/img_558706.jpeg
681,crib,door,door/img_74493.jpeg
681,crib,puzzle,puzzle/img_1003408.jpeg
681,crib,car,car/img_546795.jpeg
682,crib,crib,crib/img_558548.jpeg
682,crib,paper,paper/img_364017.jpeg
682,crib,window,window/img_177698.jpeg
682,crib,ball,ball/img_23345.jpeg
683,crib,crib,crib/img_558841.jpeg
683,crib,door,door/img_356817.jpeg
683,crib,stairs,stairs/img_157900.jpeg
683,crib,car,car/img_44338.jpeg
684,crib,crib,crib/img_325176.jpeg
684,crib,sand,sand/img_339743.jpeg
684,crib,puzzle,puzzle/img_554785.jpeg
684,crib,cat,cat/img_371108.jpeg
685,crib,crib,crib/img_324555.jpeg
685,crib,window,window/img_128277.jpeg
685,crib,ball,ball/img_132087.jpeg
685,crib,paper,paper/img_565253.jpeg
686,crib,crib,crib/img_558227.jpeg
686,crib,cat,cat/img_349877.jpeg
686,crib,sand,sand/img_53470.jpeg
686,crib,room,room/img_7119.jpeg
687,crib,crib,crib/img_324578.jpeg
687,crib,basket,basket/img_251044.jpeg
687,crib,road,road/img_370873.jpeg
687,crib,door,door/img_136913.jpeg
688,crib,crib,crib/img_558057.jpeg
688,crib,ball,ball/img_128375.jpeg
688,crib,computer,computer/img_351539.jpeg
688,crib,chair,chair/img_14080.jpeg
689,crib,crib,crib/img_50247.jpeg
689,crib,chair,chair/img_88104.jpeg
689,crib,stairs,stairs/img_148527.jpeg
689,crib,ground,ground/img_244764.jpeg
690,crib,crib,crib/img_50206.jpeg
690,crib,window,window/img_571367.jpeg
690,crib,chair,chair/img_9156.jpeg
690,crib,hand,hand/img_95627.jpeg
691,crib,crib,crib/img_50240.jpeg
691,crib,ball,ball/img_107837.jpeg
691,crib,room,room/img_68489.jpeg
691,crib,door,door/img_343552.jpeg
692,crib,crib,crib/img_558530.jpeg
692,crib,kitchen,kitchen/img_33409.jpeg
692,crib,hand,hand/img_178091.jpeg
692,crib,cat,cat/img_99729.jpeg
693,crib,crib,crib/img_50227.jpeg
693,crib,hand,hand/img_71166.jpeg
693,crib,toy,toy/img_32452.jpeg
693,crib,ground,ground/img_177183.jpeg
694,crib,crib,crib/img_558706.jpeg
694,crib,road,road/img_555179.jpeg
694,crib,room,room/img_104126.jpeg
694,crib,ground,ground/img_245036.jpeg
695,crib,crib,crib/img_91557.jpeg
695,crib,car,car/img_141743.jpeg
695,crib,road,road/img_70521.jpeg
695,crib,basket,basket/img_251004.jpeg
696,crib,crib,crib/img_50225.jpeg
696,crib,room,room/img_142910.jpeg
696,crib,hand,hand/img_95498.jpeg
696,crib,ball,ball/img_152254.jpeg
697,crib,crib,crib/img_14293.jpeg
697,crib,basket,basket/img_352758.jpeg
697,crib,car,car/img_80729.jpeg
697,crib,chair,chair/img_14426.jpeg
698,crib,crib,crib/img_14442.jpeg
698,crib,paper,paper/img_565370.jpeg
698,crib,hand,hand/img_337355.jpeg
698,crib,door,door/img_26805.jpeg
699,crib,crib,crib/img_1019670.jpeg
699,crib,paper,paper/img_352570.jpeg
699,crib,door,door/img_364689.jpeg
699,crib,computer,computer/img_1019821.jpeg
700,door,door,door/img_172409.jpeg
700,door,puzzle,puzzle/img_1003604.jpeg
700,door,car,car/img_141144.jpeg
700,door,table,table/img_559171.jpeg
701,door,door,door/img_1003716.jpeg
701,door,basket,basket/img_255181.jpeg
701,door,toy,toy/img_41069.jpeg
701,door,ball,ball/img_32619.jpeg
702,door,door,door/img_23189.jpeg
702,door,kitchen,kitchen/img_248908.jpeg
702,door,toy,toy/img_123124.jpeg
702,door,road,road/img_95906.jpeg
703,door,door,door/img_144320.jpeg
703,door,table,table/img_569099.jpeg
703,door,road,road/img_246385.jpeg
703,door,hand,hand/img_178157.jpeg
704,door,door,door/img_26208.jpeg
704,door,ball,ball/img_80773.jpeg
704,door,car,car/img_1548.jpeg
704,door,foot,foot/img_11822.jpeg
705,door,door,door/img_106033.jpeg
705,door,room,room/img_33468.jpeg
705,door,road,road/img_246745.jpeg
705,door,stairs,stairs/img_351180.jpeg
706,door,door,door/img_74500.jpeg
706,door,window,window/img_124832.jpeg
706,door,basket,basket/img_14375.jpeg
706,door,car,car/img_142040.jpeg
707,door,door,door/img_255236.jpeg
707,door,window,window/img_372078.jpeg
707,door,toy,toy/img_33047.jpeg
707,door,road,road/img_246620.jpeg
708,door,door,door/img_549787.jpeg
708,door,foot,foot/img_351449.jpeg
708,door,table,table/img_101440.jpeg
708,door,crib,crib/img_558766.jpeg
709,door,door,door/img_345582.jpeg
709,door,window,window/img_365623.jpeg
709,door,floor,floor/img_567001.jpeg
709,door,chair,chair/img_14505.jpeg
710,door,door,door/img_364682.jpeg
710,door,crib,crib/img_558836.jpeg
710,door,computer,computer/img_1020077.jpeg
710,door,stairs,stairs/img_157814.jpeg
711,door,door,door/img_345593.jpeg
711,door,foot,foot/img_561978.jpeg
711,door,computer,computer/img_350216.jpeg
711,door,basket,basket/img_18976.jpeg
712,door,door,door/img_26819.jpeg
712,door,road,road/img_144815.jpeg
712,door,toy,toy/img_17547.jpeg
712,door,computer,computer/img_549088.jpeg
713,door,door,door/img_1002507.jpeg
713,door,puzzle,puzzle/img_558436.jpeg
713,door,hand,hand/img_178056.jpeg
713,door,window,window/img_128920.jpeg
714,door,door,door/img_345553.jpeg
714,door,cat,cat/img_3678.jpeg
714,door,paper,paper/img_360943.jpeg
714,door,road,road/img_95961.jpeg
715,door,door,door/img_178481.jpeg
715,door,paper,paper/img_4010.jpeg
715,door,basket,basket/img_251004.jpeg
715,door,room,room/img_7278.jpeg
716,door,door,door/img_68752.jpeg
716,door,toy,toy/img_32453.jpeg
716,door,crib,crib/img_1019673.jpeg
716,door,table,table/img_568901.jpeg
717,door,door,door/img_105940.jpeg
717,door,car,car/img_94337.jpeg
717,door,road,road/img_11056.jpeg
717,door,kitchen,kitchen/img_568737.jpeg
718,door,door,door/img_37015.jpeg
718,door,ground,ground/img_245968.jpeg
718,door,kitchen,kitchen/img_351872.jpeg
718,door,window,window/img_124555.jpeg
719,door,door,door/img_151537.jpeg
719,door,paper,paper/img_364292.jpeg
719,door,cat,cat/img_72161.jpeg
719,door,crib,crib/img_558532.jpeg
720,door,door,door/img_328590.jpeg
720,door,table,table/img_115123.jpeg
720,door,toy,toy/img_26506.jpeg
720,door,paper,paper/img_565330.jpeg
721,door,door,door/img_172409.jpeg
721,door,window,window/img_177714.jpeg
721,door,hand,hand/img_338683.jpeg
721,door,sand,sand/img_331333.jpeg
722,door,door,door/img_335957.jpeg
722,door,kitchen,kitchen/img_88459.jpeg
722,door,room,room/img_548734.jpeg
722,door,floor,floor/img_566958.jpeg
723,door,door,door/img_136940.jpeg
723,door,hand,hand/img_93271.jpeg
723,door,table,table/img_559364.jpeg
723,door,cat,cat/img_9422.jpeg
724,door,door,door/img_132733.jpeg
724,door,chair,chair/img_88072.jpeg
724,door,foot,foot/img_175544.jpeg
724,door,crib,crib/img_558521.jpeg
725,door,door,door/img_349799.jpeg
725,door,road,road/img_95980.jpeg
725,door,car,car/img_356463.jpeg
725,door,cat,cat/img_3960.jpeg
726,door,door,door/img_327714.jpeg
726,door,sand,sand/img_564617.jpeg
726,door,ground,ground/img_67806.jpeg
726,door,puzzle,puzzle/img_332818.jpeg
727,door,door,door/img_107282.jpeg
727,door,puzzle,puzzle/img_362949.jpeg
727,door,crib,crib/img_349681.jpeg
727,door,ground,ground/img_554174.jpeg
728,door,door,door/img_113541.jpeg
728,door,paper,paper/img_364203.jpeg
728,door,ground,ground/img_245090.jpeg
728,door,hand,hand/img_14999.jpeg
729,door,door,door/img_64215.jpeg
729,door,crib,crib/img_557674.jpeg
729,door,cat,cat/img_7042.jpeg
729,door,computer,computer/img_350038.jpeg
730,door,door,door/img_343482.jpeg
730,door,floor,floor/img_165491.jpeg
730,door,road,road/img_330230.jpeg
730,door,room,room/img_33459.jpeg
731,door,door,door/img_343508.jpeg
731,door,floor,floor/img_143322.jpeg
731,door,crib,crib/img_557071.jpeg
731,door,ground,ground/img_575264.jpeg
732,door,door,door/img_172360.jpeg
732,door,computer,computer/img_548976.jpeg
732,door,toy,toy/img_47088.jpeg
732,door,sand,sand/img_331327.jpeg
733,door,door,door/img_157521.jpeg
733,door,toy,toy/img_33196.jpeg
733,door,computer,computer/img_549011.jpeg
733,door,hand,hand/img_95517.jpeg
734,door,door,door/img_3140.jpeg
734,door,chair,chair/img_69833.jpeg
734,door,foot,foot/img_148291.jpeg
734,door,ball,ball/img_17763.jpeg
735,door,door,door/img_37009.jpeg
735,door,puzzle,puzzle/img_557344.jpeg
735,door,sand,sand/img_53498.jpeg
735,door,computer,computer/img_549011.jpeg
736,door,door,door/img_26813.jpeg
736,door,hand,hand/img_72499.jpeg
736,door,foot,foot/img_350268.jpeg
736,door,paper,paper/img_363899.jpeg
737,door,door,door/img_345577.jpeg
737,door,computer,computer/img_549089.jpeg
737,door,chair,chair/img_115837.jpeg
737,door,table,table/img_559289.jpeg
738,door,door,door/img_356693.jpeg
738,door,ball,ball/img_128384.jpeg
738,door,car,car/img_176536.jpeg
738,door,window,window/img_354899.jpeg
739,door,door,door/img_362065.jpeg
739,door,chair,chair/img_356799.jpeg
739,door,hand,hand/img_178673.jpeg
739,door,paper,paper/img_565336.jpeg
740,door,door,door/img_69089.jpeg
740,door,basket,basket/img_29883.jpeg
740,door,table,table/img_115269.jpeg
740,door,floor,floor/img_1005193.jpeg
741,door,door,door/img_247378.jpeg
741,door,cat,cat/img_4375.jpeg
741,door,window,window/img_166367.jpeg
741,door,ball,ball/img_148144.jpeg
742,door,door,door/img_1358.jpeg
742,door,ball,ball/img_57004.jpeg
742,door,toy,toy/img_30189.jpeg
742,door,table,table/img_569929.jpeg
743,door,door,door/img_55420.jpeg
743,door,window,window/img_124787.jpeg
743,door,chair,chair/img_14502.jpeg
743,door,stairs,stairs/img_550754.jpeg
744,door,door,door/img_15456.jpeg
744,door,computer,computer/img_1019961.jpeg
744,door,toy,toy/img_138769.jpeg
744,door,ball,ball/img_52714.jpeg
745,door,door,door/img_172360.jpeg
745,door,kitchen,kitchen/img_100049.jpeg
745,door,table,table/img_559357.jpeg
745,door,road,road/img_2848.jpeg
746,door,door,door/img_175988.jpeg
746,door,stairs,stairs/img_100157.jpeg
746,door,ground,ground/img_12275.jpeg
746,door,table,table/img_145786.jpeg
747,door,door,door/img_1419.jpeg
747,door,cat,cat/img_91134.jpeg
747,door,toy,toy/img_85252.jpeg
747,door,stairs,stairs/img_157841.jpeg
748,door,door,door/img_62770.jpeg
748,door,toy,toy/img_130162.jpeg
748,door,table,table/img_559159.jpeg
748,door,paper,paper/img_37256.jpeg
749,door,door,door/img_23269.jpeg
749,door,hand,hand/img_548074.jpeg
749,door,room,room/img_116563.jpeg
749,door,floor,floor/img_351102.jpeg
750,door,door,door/img_74503.jpeg
